country,city,year,lat,long,alt,tmax,tmin,prcp,agdd_winter,tmax_winter,prcp_winter,tmin_winter,co2_percapita,bloom_date
Japan,Ishigakijima,1985,24.33666667,124.1644444,5.7,26.68827586,21.79344262,12.69521531,508.65,21.92182456,124.9929972,16.65477411,7.4858,30
Japan,Ishigakijima,1986,24.33666667,124.1644444,5.7,26.37968254,21.46600985,9.036781609,602.95,20.10809595,76.49307359,14.70952381,7.4465,33
Japan,Ishigakijima,1987,24.33666667,124.1644444,5.7,27.18454259,21.90888889,13.34621849,695.9,22.02716049,76.95767196,16.19708061,7.3333,27
Japan,Ishigakijima,1988,24.33666667,124.1644444,5.7,27.31287129,22.31283422,9.876960784,721.15,22.9152519,82.48100233,17.4378836,7.974,25
Japan,Ishigakijima,1989,24.33666667,124.1644444,5.7,26.66381766,21.125,9.031067961,1029.7,21.98118211,24.91372549,16.80453704,8.2355,8
Japan,Ishigakijima,1990,24.33666667,124.1644444,5.7,26.89568966,21.54635762,13.89462366,691.05,21.96584303,110.7240196,16.96375,9.3009,30
Japan,Ishigakijima,1991,24.33666667,124.1644444,5.7,27.20974212,22.30231214,10.74337349,783.75,21.9057945,77.070562,16.95793651,9.3628,49
Japan,Ishigakijima,1979,24.33666667,124.1644444,5.7,26.72025723,22.12692308,5.394230769,895.5,22.62051282,43.39434204,16.84920635,8.1552,39
Japan,Ishigakijima,1980,24.33666667,124.1644444,5.7,27.31595092,21.93073593,8.251800554,846.5,21.79424242,70.55404771,16.09285714,8.0198,34
Japan,Ishigakijima,1994,24.33666667,124.1644444,5.7,27.19642857,21.89368421,12.70903226,700.85,22.24629721,72.63274854,16.50098039,9.7362,30
Japan,Ishigakijima,1995,24.33666667,124.1644444,5.7,26.46832845,22.00959596,9.161979167,811.05,21.75520635,59.465781,16.97282913,9.8098,50
Japan,Ishigakijima,1996,24.33666667,124.1644444,5.7,26.61553672,21.77922705,8.30872093,903.9,21.2992035,29.63415893,15.9522807,9.8823,23
Japan,Ishigakijima,1997,24.33666667,124.1644444,5.7,26.8495702,22.0175,11.26024845,843.15,21.59971429,77.24273504,16.32205882,9.8097,37
Japan,Ishigakijima,1998,24.33666667,124.1644444,5.7,28.06597633,23.2461165,14.15918367,814.85,22.59305495,71.12167325,18.23862434,9.4794,60
Japan,Ishigakijima,1999,24.33666667,124.1644444,5.7,27.27757576,22.19067358,6.315584416,835.9,22.84768461,72.32094017,17.48518908,9.7514,55
Japan,Ishigakijima,2000,24.33666667,124.1644444,5.7,27.33864307,22.24553991,13.62277778,850.45,21.77837607,109.4107551,17.21589052,9.9148,34
Japan,Ishigakijima,2001,24.33666667,124.1644444,5.7,27.45059524,22.18623853,15.04702381,885.3,23.42420635,107.2189542,17.87560729,9.7857,39
Japan,Ishigakijima,2002,24.33666667,124.1644444,5.7,27.27965116,22.03968254,11.9117284,888.4,21.97319224,60.78703704,16.74852941,10.0015,32
Japan,Ishigakijima,2003,24.33666667,124.1644444,5.7,27.24782609,22.15735294,7,911.2,21.9302682,73.2012987,17.02013072,10.0538,51
Japan,Ishigakijima,2004,24.33666667,124.1644444,5.7,27.01547278,21.8364532,5.108287293,928.1,22.06868728,26.13684341,16.79583333,10.0064,33
Japan,Ishigakijima,1992,24.33666667,124.1644444,5.7,26.80849858,21.45394737,12.40378378,685.1,21.96219373,76.51754386,16.36522876,9.4102,27
Japan,Ishigakijima,1993,24.33666667,124.1644444,5.7,27.01744186,21.55497076,9.444366197,917.1,22.23891577,95.99671053,17.04301471,9.3259,29
Japan,Ishigakijima,2007,24.33666667,124.1644444,5.7,27.45409357,22.60416667,3.878512397,899.4,23.00338192,45.3998358,17.88468137,10.1416,58
Japan,Ishigakijima,2008,24.33666667,124.1644444,5.7,27.25706052,22.4105,5.821917808,810.5,22.05258961,43.1155914,16.90792735,9.5871,51
Japan,Ishigakijima,2009,24.33666667,124.1644444,5.7,27.14883721,22.4475,3.951780822,1032.35,22.99859817,9.320276498,17.83740741,9.0484,47
Japan,Ishigakijima,2010,24.33666667,124.1644444,5.7,27.44017857,22.45048544,7.688022284,846.1,22.71350538,45.23904053,18.02088585,9.4507,39
Japan,Ishigakijima,2011,24.33666667,124.1644444,5.7,27.01235294,21.81421801,5.089226519,756.9,21.39862069,34.20276498,15.40263889,9.8434,41
Japan,Ishigakijima,2012,24.33666667,124.1644444,5.7,27.27142857,22.40735294,5.678688525,647.2,21.92225044,53.63403782,17.13567927,10.1695,40
Japan,Ishigakijima,2013,24.33666667,124.1644444,5.7,24.15752212,20.71351351,5.931780822,938.8,22.63152078,41.86059908,17.58184913,10.251,45
Japan,Ishigakijima,2014,24.33666667,124.1644444,5.7,27.2,20.4984,3.575,17.25,20.5,48.92857143,17.34615385,9.8599,41
Japan,Ishigakijima,2015,24.33666667,124.1644444,5.7,29.24160305,20.94017857,6.178356164,698.1759079,22.39542131,55.15612624,17.07317476,9.5589,24
Japan,Ishigakijima,2016,24.33666667,124.1644444,5.7,28.09427609,21.67142857,5.700277778,498.6,22.10945166,85.26510938,17.19722222,9.4215,62
Japan,Ishigakijima,2017,24.33666667,124.1644444,5.7,27.50852459,21.33697479,6.073579545,656.25,23.31559174,32.98868408,17.55555556,9.3184,50
Japan,Ishigakijima,2018,24.33666667,124.1644444,5.7,27.36598639,20.92781955,6.749147727,558.1,21.60535024,43.99354839,16.20796911,8.9893,38
Japan,Ishigakijima,2019,24.33666667,124.1644444,5.7,27.8584507,21.82283465,7.101412429,659.4,24.03213929,66.40399386,18.4540305,8.7177,39
Japan,Ishigakijima,2021,24.33666667,124.1644444,5.7,23.8,21.0504,21.97045455,22.35,17.8,98.4,15.01875,4.5272375,39
Japan,Ishigakijima,1958,24.33666667,124.1644444,5.7,23.8,21.0504,21.97045455,22.35,17.8,98.4,15.01875,1.9718,27
Japan,Ishigakijima,2005,24.33666667,124.1644444,5.7,27.02674419,21.92570093,6.172876712,841.35,22.31396378,31.44047619,16.87121345,10.0554,38
Japan,Ishigakijima,2006,24.33666667,124.1644444,5.7,27.64615385,22.55707317,4.436088154,878.5,22.01625259,44.7764977,17.15309454,9.8687,33
Japan,Yonagunijima,1994,24.46666667,123.0105556,30,25.76117188,20.95982494,6.593880784,1148.672329,20.06511294,41.64202189,15.20941355,9.7362,38
Japan,Yonagunijima,1993,24.46666667,123.0105556,30,26.32597743,21.3435126,5.793338222,1135.206554,20.34055222,43.88578211,15.34352361,9.3259,48
Japan,Yonagunijima,2007,24.46666667,123.0105556,30,25.55621082,21.0141067,6.834240206,970.7453298,20.26495725,39.7180229,15.20740397,10.1416,47
Japan,Yonagunijima,1995,24.46666667,123.0105556,30,25.69242672,20.92744838,6.874969883,1222.837252,19.99623148,41.73445246,15.18655156,9.8098,61
Japan,Yonagunijima,1996,24.46666667,123.0105556,30,25.71552528,20.92239578,7.449837741,1060.737815,19.88643706,44.33496826,15.02949771,9.8823,48
Japan,Yonagunijima,1997,24.46666667,123.0105556,30,25.69242674,20.9274484,6.874969948,1222.837284,19.99623156,41.73445197,15.1865516,9.8097,43
Japan,Yonagunijima,1998,24.46666667,123.0105556,30,26.32617785,21.34355875,5.793401408,1135.060596,20.34047651,43.88699117,15.34341053,9.4794,60
Japan,Yonagunijima,1999,24.46666667,123.0105556,30,25.69243881,20.92745858,6.875007679,1222.855454,19.99628171,41.73416805,15.186575,9.7514,62
Japan,Yonagunijima,2000,24.46666667,123.0105556,30,25.71553389,20.9223974,7.449804582,1060.729166,19.88643273,44.33499475,15.0294932,9.9148,37
Japan,Yonagunijima,2001,24.46666667,123.0105556,30,25.69243171,20.92745259,6.874985485,1222.844763,19.99625221,41.73433509,15.18656123,9.7857,52
Japan,Yonagunijima,2002,24.46666667,123.0105556,30,25.84594316,20.9907877,6.832932275,892.7303133,19.97394567,44.81936057,15.08546857,10.0015,45
Japan,Yonagunijima,2003,24.46666667,123.0105556,30,25.85732836,20.99482934,6.975509654,884.5058519,20.01670615,44.58321338,15.21633189,10.0538,41
Japan,Yonagunijima,2004,24.46666667,123.0105556,30,25.84594693,20.99078958,6.832940721,892.7305039,19.97395491,44.81933197,15.08547216,10.0064,42
Japan,Yonagunijima,1992,24.46666667,123.0105556,30,26.32608746,21.34353795,5.793373047,1135.126431,20.34051067,43.88644705,15.34346153,9.4102,41
Japan,Yonagunijima,2006,24.46666667,123.0105556,30,25.69241453,20.92743809,6.874931735,1222.818904,19.99618081,41.73473922,15.18652793,9.8687,31
Japan,Yonagunijima,2005,24.46666667,123.0105556,30,25.85732932,20.99482975,6.975511867,884.5056208,20.01670878,44.58318842,15.21633232,10.0554,46
Japan,Miyakojima,1956,24.79444444,125.2783333,39.9,19.9,22,4.674137931,11.7,12.4,41.56666667,15.12941176,1.7848,41
Japan,Miyakojima,1957,24.79444444,125.2783333,39.9,19.9,22,4.674137931,11.7,12.4,41.56666667,15.12941176,2.0677,25
Japan,Miyakojima,1973,24.79444444,125.2783333,39.9,25.86363636,20.99607843,6.654755043,560,21.90224359,64.77777778,15.85902256,8.3473,43
Japan,Miyakojima,1975,24.79444444,125.2783333,39.9,25.56,20.63773585,5.665826331,735,21.72777778,35.97096774,16.13343581,7.726,41
Japan,Miyakojima,1958,24.79444444,125.2783333,39.9,19.9,22,4.674137931,11.7,12.4,41.56666667,15.12941176,1.9718,28
Japan,Miyakojima,1959,24.79444444,125.2783333,39.9,19.9,22,4.674137931,11.7,12.4,41.56666667,15.12941176,2.076,35
Japan,Miyakojima,1983,24.79444444,125.2783333,39.9,26.76830601,21.74553571,11.53017751,453.7,20.11937442,100.6350461,16.22894491,7.3148,46
Japan,Miyakojima,1984,24.79444444,125.2783333,39.9,26.51882353,20.89308756,7.727906977,368.35,20.2869281,50.17214912,14.86833333,7.7323,31
Japan,Miyakojima,1981,24.79444444,125.2783333,39.9,25.59756098,20.74632353,4.702234637,605.5,19.53472222,32.54567901,14.75133845,7.8061,39
Japan,Miyakojima,1982,24.79444444,125.2783333,39.9,25.09005525,21.04933333,9.81025641,773.2,20.25106447,67.38951223,15.40057239,7.5031,44
Japan,Miyakojima,1954,24.79444444,125.2783333,39.9,19.9,22,4.674137931,11.7,12.4,41.56666667,15.12941176,1.6201,45
Japan,Miyakojima,1988,24.79444444,125.2783333,39.9,26.28326848,21.55656109,12.17526316,777.1,22.32870945,84.9263285,17.27815789,7.974,39
Japan,Miyakojima,1989,24.79444444,125.2783333,39.9,26.07988338,20.52541436,11.42025316,898.75,21.42947531,30.08764873,16.5754386,8.2355,48
Japan,Miyakojima,1990,24.79444444,125.2783333,39.9,26.20898551,21.55050505,11.6525974,746.8,21.26481992,133.187253,16.4054902,9.3009,40
Japan,Miyakojima,1991,24.79444444,125.2783333,39.9,26.37836257,21.74285714,13.93553719,751.8,20.95311355,51.82249742,16.32003205,9.3628,61
Japan,Miyakojima,1992,24.79444444,125.2783333,39.9,26.14911765,21.31767956,15.91836735,655.15,20.89440476,104.0477208,15.75551899,9.4102,39
Japan,Miyakojima,1993,24.79444444,125.2783333,39.9,26.56176471,21.06647727,7.961702128,799.4,21.31306787,72.63585434,16.37973856,9.3259,49
Japan,Miyakojima,1994,24.79444444,125.2783333,39.9,26.50058651,21.48585366,11.04379085,746.85,21.26956522,61.28530402,16.230477,9.7362,45
Japan,Miyakojima,1995,24.79444444,125.2783333,39.9,25.92764706,21.26091371,9.513207547,896,20.87312644,59.54771242,16.75673203,9.8098,49
Japan,Miyakojima,1996,24.79444444,125.2783333,39.9,26.10967742,20.86262626,11.60933333,863.8,20.80703704,42.14583333,15.83676471,9.8823,25
Japan,Miyakojima,1997,24.79444444,125.2783333,39.9,26.02777778,21.36517413,11.2270073,850.65,20.64158594,78.88333333,15.96508772,9.8097,27
Japan,Miyakojima,1985,24.79444444,125.2783333,39.9,25.56541667,21.15483871,16.17030303,700.4,21.5606466,107.308114,16.3373452,7.4858,37
Japan,Miyakojima,1986,24.79444444,125.2783333,39.9,25.31212121,20.65366972,12.38495575,691.3,19.36757764,116.0294069,14.90093954,7.4465,32
Japan,Miyakojima,1987,24.79444444,125.2783333,39.9,26.35036496,21.508,12.61503759,588.3,21.25198413,102.8888889,15.51117424,7.3333,32
Japan,Miyakojima,2000,24.79444444,125.2783333,39.9,26.32278107,21.43502538,12.24655172,763.6,20.92621574,96.0234127,16.90347222,9.9148,23
Japan,Miyakojima,2001,24.79444444,125.2783333,39.9,26.38235294,20.86909091,14.50314465,995.2,22.21162688,129.6027778,17.52251462,9.7857,40
Japan,Miyakojima,2002,24.79444444,125.2783333,39.9,26.48235294,21.38113208,12.12960526,819.85,21.11655516,49.5594697,16.20542328,10.0015,35
Japan,Miyakojima,2003,24.79444444,125.2783333,39.9,26.56369048,21.11761006,8.824277457,671.6,21.26769349,84.13333333,16.5021978,10.0538,34
Japan,Miyakojima,2004,24.79444444,125.2783333,39.9,26.30088496,21.52689655,5.308539945,716.45,20.89688645,26.97929799,16.37350427,10.0064,61
Japan,Miyakojima,2005,24.79444444,125.2783333,39.9,26.24736842,20.35225806,5.523013699,701.55,21.5373706,52.88978495,17.09076253,10.0554,47
Japan,Miyakojima,2006,24.79444444,125.2783333,39.9,26.70118343,21.118125,5.174520548,724.45,21.29400382,37.56682028,16.43273148,9.8687,31
Japan,Miyakojima,2007,24.79444444,125.2783333,39.9,26.59682081,21.3987013,4.819559229,698.9,21.93327708,33.6109831,17.03920635,10.1416,50
Japan,Miyakojima,2008,24.79444444,125.2783333,39.9,26.37335244,21.13552632,4.235245902,867.9,21.33443142,28.70448647,16.76929972,9.5871,52
Japan,Miyakojima,2009,24.79444444,125.2783333,39.9,26.60659026,21.35892857,4.409589041,825.3,22.06271264,22.9343318,17.2330072,9.0484,38
Japan,Miyakojima,2010,24.79444444,125.2783333,39.9,26.45242424,21.04131737,5.677158774,868.95,21.74230159,19.32918587,17.0187505,9.4507,31
Japan,Miyakojima,2011,24.79444444,125.2783333,39.9,25.9897281,20.523125,6.072802198,726.5,20.62760601,46.95719406,15.56153846,9.8434,28
Japan,Miyakojima,2012,24.79444444,125.2783333,39.9,26.2904321,21.36457143,5.246448087,612.65,21.12103175,47.46051168,16.66919872,10.1695,30
Japan,Miyakojima,2013,24.79444444,125.2783333,39.9,23.09122807,21.23018868,4.378356164,935.45,21.62583774,38.64976959,17.10551378,10.251,32
Japan,Miyakojima,2014,24.79444444,125.2783333,39.9,25.75,21.37234043,4.737087912,16.95,19.3,45.85714286,16.19090909,9.8599,34
Japan,Miyakojima,2015,24.79444444,125.2783333,39.9,28.116,22.00125786,5.637808219,650.4622415,21.69776329,43.08532025,16.9167972,9.5589,35
Japan,Miyakojima,2016,24.79444444,125.2783333,39.9,27.43148148,21.76533333,7.019505495,496.3,21.61028634,95.85205784,16.9303312,9.4215,56
Japan,Miyakojima,2017,24.79444444,125.2783333,39.9,26.43367347,21.31836735,5.053296703,432.85,23.11611936,24.41897081,17.65833333,9.3184,58
Japan,Miyakojima,2018,24.79444444,125.2783333,39.9,26.91860465,21.65231788,7.264917127,369.05,21.215,36.75384025,16.41694084,8.9893,39
Japan,Miyakojima,2021,24.79444444,125.2783333,39.9,19.9,22,4.674137931,11.7,12.4,41.56666667,15.12941176,1.8893,41
Japan,Miyakojima,1998,24.79444444,125.2783333,39.9,27.6118541,22.591,13.92594937,732.95,22.18854701,67.60497397,17.5312037,9.4794,32
Japan,Miyakojima,1999,24.79444444,125.2783333,39.9,26.47844311,21.8622449,6.999298246,789.35,22.00735992,75.37037037,17.44583333,9.7514,50
Japan,Naha,1978,26.20722222,127.6872222,28.06,25.29212329,20.59651331,7.022292109,765.375,18.64400922,36.79953917,14.19678699,7.7804,28
Japan,Naha,1978,26.20722222,127.6872222,28.06,24.63424658,19.88547945,7.397260274,1530.75,19.48801843,34.79262673,14.43801843,7.7804,28
Japan,Naha,1978,26.20722222,127.6872222,28.06,25.29212329,20.59651331,7.022292109,765.375,18.64400922,36.79953917,14.19678699,7.7804,28
Japan,Naha,1976,26.20722222,127.6872222,28.06,25.95,21.30754717,6.647323944,0,17.8,38.80645161,13.95555556,7.9799,28
Japan,Naha,1976,26.20722222,127.6872222,28.06,24.75081967,19.76803279,4.464480874,1525.95,19.20641453,19.83685577,14.3856878,7.9799,28
Japan,Naha,1976,26.20722222,127.6872222,28.06,25.95,21.30754717,6.647323944,0,17.8,38.80645161,13.95555556,7.9799,28
Japan,Naha,1982,26.20722222,127.6872222,28.06,25.59267123,20.81692427,6.078456492,751.125,18.51973886,36.03917051,14.06080389,7.5031,24
Japan,Naha,1982,26.20722222,127.6872222,28.06,25.23534247,20.32630137,5.509589041,1502.25,19.23947773,33.2718894,14.16605223,7.5031,24
Japan,Naha,1982,26.20722222,127.6872222,28.06,25.59267123,20.81692427,6.078456492,751.125,18.51973886,36.03917051,14.06080389,7.5031,24
Japan,Naha,1983,26.20722222,127.6872222,28.06,25.72020548,21.0166503,6.51818252,769.275,18.62425115,49.03648233,14.3125128,7.3148,35
Japan,Naha,1983,26.20722222,127.6872222,28.06,25.49041096,20.72575342,6.389041096,1538.55,19.4485023,59.26651306,14.66947005,7.3148,35
Japan,Naha,1983,26.20722222,127.6872222,28.06,25.72020548,21.0166503,6.51818252,769.275,18.62425115,49.03648233,14.3125128,7.3148,35
Japan,Naha,1984,26.20722222,127.6872222,28.06,24.94836066,20.15846995,4.732240437,1458.1,18.46488691,23.02929181,13.56751947,7.7323,35
Japan,Naha,1984,26.20722222,127.6872222,28.06,24.94836066,20.15846995,4.732240437,1458.1,18.46488691,23.02929181,13.56751947,7.7323,35
Japan,Naha,1984,26.20722222,127.6872222,28.06,24.94836066,20.15846995,4.732240437,1458.1,18.46488691,23.02929181,13.56751947,7.7323,35
Japan,Naha,1985,26.20722222,127.6872222,28.06,25.95,21.30754717,6.647323944,0,17.8,38.80645161,13.95555556,7.4858,35
Japan,Naha,1985,26.20722222,127.6872222,28.06,25.1309589,20.31506849,5.619178082,1556.25,19.64239631,47.48847926,14.93778802,7.4858,35
Japan,Naha,1985,26.20722222,127.6872222,28.06,25.95,21.30754717,6.647323944,0,17.8,38.80645161,13.95555556,7.4858,35
Japan,Naha,1986,26.20722222,127.6872222,28.06,25.40157534,20.60651331,5.53188115,714.95,18.0125576,41.46735791,13.71623784,7.4465,26
Japan,Naha,1986,26.20722222,127.6872222,28.06,24.85315068,19.90547945,4.416438356,1429.9,18.22511521,44.12826421,13.47692012,7.4465,26
Japan,Naha,1986,26.20722222,127.6872222,28.06,25.40157534,20.60651331,5.53188115,714.95,18.0125576,41.46735791,13.71623784,7.4465,26
Japan,Naha,1987,26.20722222,127.6872222,28.06,25.88349315,21.07034893,6.271607177,769.8,18.759447,32.91897081,14.20888377,7.3333,41
Japan,Naha,1987,26.20722222,127.6872222,28.06,25.8169863,20.83315068,5.895890411,1539.6,19.71889401,27.03149002,14.46221198,7.3333,41
Japan,Naha,1987,26.20722222,127.6872222,28.06,25.88349315,21.07034893,6.271607177,769.8,18.759447,32.91897081,14.20888377,7.3333,41
Japan,Naha,1988,26.20722222,127.6872222,28.06,25.56721311,20.79808743,6.418032787,1674.1,20.87608454,53.55580274,15.89128661,7.974,42
Japan,Naha,1988,26.20722222,127.6872222,28.06,25.56721311,20.79808743,6.418032787,1674.1,20.87608454,53.55580274,15.89128661,7.974,42
Japan,Naha,1988,26.20722222,127.6872222,28.06,25.56721311,20.79808743,6.418032787,1674.1,20.87608454,53.55580274,15.89128661,7.974,42
Japan,Naha,1989,26.20722222,127.6872222,28.06,25.71075342,20.92555441,5.682566081,805.65,19.11543779,28.35291859,14.66308884,8.2355,28
Japan,Naha,1989,26.20722222,127.6872222,28.06,25.47150685,20.54356164,4.717808219,1611.3,20.43087558,17.89938556,15.37062212,8.2355,28
Japan,Naha,1989,26.20722222,127.6872222,28.06,25.71075342,20.92555441,5.682566081,805.65,19.11543779,28.35291859,14.66308884,8.2355,28
Japan,Naha,1990,26.20722222,127.6872222,28.06,25.83664384,21.10226674,6.153798958,799.725,18.97079493,42.78264209,14.70848054,9.3009,31
Japan,Naha,1990,26.20722222,127.6872222,28.06,25.72328767,20.8969863,5.660273973,1599.45,20.14158986,46.75883257,15.46140553,9.3009,31
Japan,Naha,1990,26.20722222,127.6872222,28.06,25.83664384,21.10226674,6.153798958,799.725,18.97079493,42.78264209,14.70848054,9.3009,31
Japan,Naha,1991,26.20722222,127.6872222,28.06,26.02184932,21.31555441,5.579826355,794.675,18.88264209,34.51651306,14.6141257,9.3628,41
Japan,Naha,1991,26.20722222,127.6872222,28.06,26.09369863,21.32356164,4.512328767,1589.35,19.96528418,30.2265745,15.27269585,9.3628,41
Japan,Naha,1991,26.20722222,127.6872222,28.06,26.02184932,21.31555441,5.579826355,794.675,18.88264209,34.51651306,14.6141257,9.3628,41
Japan,Naha,1979,26.20722222,127.6872222,28.06,25.42760274,20.70418454,6.615442794,795.475,18.97085253,39.15552995,14.56765873,8.1552,25
Japan,Naha,1979,26.20722222,127.6872222,28.06,24.90520548,20.10082192,6.583561644,1590.95,20.14170507,39.50460829,15.1797619,8.1552,25
Japan,Naha,1979,26.20722222,127.6872222,28.06,25.42760274,20.70418454,6.615442794,795.475,18.97085253,39.15552995,14.56765873,8.1552,25
Japan,Naha,1980,26.20722222,127.6872222,28.06,25.54453552,20.79844572,5.774481644,769.025,18.52055988,36.43140527,14.22575701,8.0198,50
Japan,Naha,1980,26.20722222,127.6872222,28.06,25.13907104,20.28934426,4.901639344,1538.05,19.24111976,34.05635892,14.49595847,8.0198,50
Japan,Naha,1980,26.20722222,127.6872222,28.06,25.54453552,20.79844572,5.774481644,769.025,18.52055988,36.43140527,14.22575701,8.0198,50
Japan,Naha,1981,26.20722222,127.6872222,28.06,25.46130137,20.629664,5.464757862,724,18.14045699,28.7311828,13.83722478,7.8061,34
Japan,Naha,1981,26.20722222,127.6872222,28.06,24.97260274,19.95178082,4.282191781,1448,18.48091398,18.65591398,13.71889401,7.8061,34
Japan,Naha,1981,26.20722222,127.6872222,28.06,25.46130137,20.629664,5.464757862,724,18.14045699,28.7311828,13.83722478,7.8061,34
Japan,Naha,1995,26.20722222,127.6872222,28.06,25.6059589,20.92295167,5.793524986,793.325,18.83452381,31.61904762,14.61195597,9.8098,49
Japan,Naha,1995,26.20722222,127.6872222,28.06,25.26191781,20.53835616,4.939726027,1586.65,19.86904762,24.43164363,15.26835637,9.8098,49
Japan,Naha,1995,26.20722222,127.6872222,28.06,25.6059589,20.92295167,5.793524986,793.325,18.83452381,31.61904762,14.61195597,9.8098,49
Japan,Naha,1996,26.20722222,127.6872222,28.06,25.7079235,20.90459326,5.952077272,784.95,18.75166852,31.53707824,14.36036955,9.8823,33
Japan,Naha,1996,26.20722222,127.6872222,28.06,25.46584699,20.50163934,5.256830601,1569.9,19.70333704,24.26770486,14.76518354,9.8823,33
Japan,Naha,1996,26.20722222,127.6872222,28.06,25.7079235,20.90459326,5.952077272,784.95,18.75166852,31.53707824,14.36036955,9.8823,33
Japan,Naha,1997,26.20722222,127.6872222,28.06,25.78321918,21.06336263,6.133251013,776.425,18.85226575,34.5952381,14.27881464,9.8097,32
Japan,Naha,1997,26.20722222,127.6872222,28.06,25.61643836,20.81917808,5.619178082,1552.85,19.90453149,30.38402458,14.60207373,9.8097,32
Japan,Naha,1997,26.20722222,127.6872222,28.06,25.78321918,21.06336263,6.133251013,776.425,18.85226575,34.5952381,14.27881464,9.8097,32
Japan,Naha,1998,26.20722222,127.6872222,28.06,26.46157534,21.78336263,7.935990739,856.675,19.62139017,55.83563748,15.28106119,9.4794,28
Japan,Naha,1998,26.20722222,127.6872222,28.06,26.97315068,22.25917808,9.224657534,1713.35,21.44278034,72.86482335,16.60656682,9.4794,28
Japan,Naha,1998,26.20722222,127.6872222,28.06,26.46157534,21.78336263,7.935990739,856.675,19.62139017,55.83563748,15.28106119,9.4794,28
Japan,Naha,1999,26.20722222,127.6872222,28.06,26.00308219,21.30815715,6.462018136,838,19.44084101,38.34715822,15.01944444,9.7514,46
Japan,Naha,1999,26.20722222,127.6872222,28.06,26.05616438,21.30876712,6.276712329,1676,21.08168203,37.88786482,16.08333333,9.7514,46
Japan,Naha,1999,26.20722222,127.6872222,28.06,26.00308219,21.30815715,6.462018136,838,19.44084101,38.34715822,15.01944444,9.7514,46
Japan,Naha,2000,26.20722222,127.6872222,28.06,25.95,21.30754717,6.647323944,0,17.8,38.80645161,13.95555556,9.9148,34
Japan,Naha,2000,26.20722222,127.6872222,28.06,25.57650273,20.81202186,7.243169399,1608.75,19.86425658,44.57545421,15.43574342,9.9148,34
Japan,Naha,2000,26.20722222,127.6872222,28.06,25.95,21.30754717,6.647323944,0,17.8,38.80645161,13.95555556,9.9148,34
Japan,Naha,2001,26.20722222,127.6872222,28.06,26.04844633,21.35353662,11.54296577,546.35,19.5885464,52.79584827,14.87685612,9.7857,36
Japan,Naha,2001,26.20722222,127.6872222,28.06,26.14689266,21.39952607,16.43860759,1092.7,21.37709279,66.78524492,15.79815668,9.7857,36
Japan,Naha,2001,26.20722222,127.6872222,28.06,26.04844633,21.35353662,11.54296577,546.35,19.5885464,52.79584827,14.87685612,9.7857,36
Japan,Naha,2002,26.20722222,127.6872222,28.06,25.95,21.30754717,6.647323944,0,17.8,38.80645161,13.95555556,10.0015,36
